Brand,Model_Type,Model_Name,Number_Of_Seats,Trunk_Volume,Wheel_Base,Empty_Weight,Tank,Urban_Consumption,Mixed_Consumption,Extra_Urban_Consumption,CO2,Number_Cylinders,Valves_Per_Cylinder,Displacement,Din_Power,Engine_Torque,Fiscal_Power,Engine_Position,Power_Supply,Max_Speed,Supercharging_Type,Acceleration,Transmission,Box,Number_Speeds,Distribution,Bodywork,Front_Tire_Width,Rear_Tire_Width,Front_Tire_HL_Ratio,Rear_Tire_HL_Ratio,Front_Suspension,Rear_Suspension,Front_Rims_Diameter,Rear_Rims_Diameter,Maintenance_Interval,Month_Guarantee,Manufacturer_Country,Start_Marketing,End_Marketing,Vehicle_Image,Length,Width,Height,Website_URL,Year
RENAULT,CAPTUR,1.5 DCI 90 ENERGY BUSINESS ECO2 EURO6,5,455 L (volume max 1235 l),2.61 m,1178 kg,45 l,4 l / 100 km ,3.6 l / 100 km ,3.4 l / 100 km ,95 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,171 km/h ,Turbo ,13.1 sec ,before ,mèsique ,5 ,no data,Crossover ,205 mm ,205 mm ,60 ,60 ,Strength leg ,twisting axle ,16 inches ,16 inches ,24 months ,24 months ,France ,04/04/17 ,03/05/17 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-1.5+dci+90+energy+business+eco2+euro6-2015.html,2015
PEUGEOT,106,(2) D COLOR LINE 3P,5,215 L (Max 528 L volume),2.39 m,875 kg,45 l,6.8 l / 100 km ,5.2 l / 100 km ,4.3 l / 100 km ,no data,4 ,2 ,1527 cc ,58 hp at the 5000 rpm diet ,95 Nm with a diet of 2250 rpm ,4 cv ,before ,no data,158 km/h ,no data,18.3 sec ,Before ,Made Coinique ,5 ,simple camshaft ,bicorps sedan (3/5 ,165 mm ,165 mm ,70 ,70 ,no data,no data,13 inches,13 inches,no data,12 months,no data,01/10/97,01/09/03,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-106/S7-modele--peugeot-106.jpg,"3,68 m","1,59 m","1,38 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-106-(2)+d+color+line+3p-1998.html,1998
RENAULT,ARKANA,1.6 E-TECH ENGINEERED 145 22,5,492 L (volume max 1278 l),2.72 m,no data,50 l,no data,no data,no data,no data,4 ,4 ,1598 cc ,145 hp ,148 Nm at the 3600 rpm regime ,5 cv ,no data,no data,172 km/h ,no data,10.8 sec ,before ,automatic ,4 ,no data,Coupé ,215 mm ,215 mm ,55 ,55 ,no data,no data,18 inches,18 inches,no data,24 months,no data,01/02 /23 ,no data,https://images.caradisiac.com/logos-ref/modele/modele--renault-arkana/S7-modele--renault-arkana.jpg,"4,57 m","1,82 m",NC,https://www.lacentrale.fr/fiche-technique-voiture-renault-arkana-1.6+e_tech+engineered+145+22-2022.html,2022
RENAULT,CAPTUR,1.5 DCI 90 INTENS EDC ECO2,5,455 l (volume max 1235 l),2.61 m,1288 kg,45 l,4.6 l / 100 km ,3.9 l / 100 km ,3.6 l / 100 km ,103 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,5 cv ,no data,Diesel Common Rampe ,170 km/h ,Turbo ,13.5 sec ,before ,automatic ,6 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,no data,no data,17 inches,17 inches,24 months,24 months,no data,01/ 07/15 ,07/09/15 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-1.5+dci+90+intens+edc+eco2-2015.html,2015
RENAULT,CLIO,IV ESTATE 1.5 DCI 90 ENERGY ZEN ECO2 82G E6,5,443 L (Max 1380 L volume),2.59 m,1185 kg,45 l,3.3 l / 100 km ,3.2 l / 100 km ,3.1 l / 100 km ,82 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,181 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,08/ 10/15 ,05/04/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.5+dci+90+energy+zen+eco2+82g+e6-2015.html,2015
RENAULT,CAPTUR,(2) 1.3 TCE 130 FAP RED EDITION,5,455 l (volume max 1235 l),2.61 m,1304 kg,45 l,7.1 l / 100 km ,5.6 l / 100 km ,4.8 l / 100 km ,128 g / km ,4 ,4,1330 cc,130 hp,220 nm,7 cv,no data,Direct petrol injection,200 km/h,Turbo,10.2 sec,before,no data,6 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,force ,twisting axle ,17 inches ,17 inches ,24 months ,24 months ,France ,05/11/19 ,06/01/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-(2)+1.3+tce+130+fap+red+edition-2020.html,2020
PEUGEOT,2008,(2) 1.2 PURETECH 110 S&S CROSSWAY EAT6,5,410 L (Max 1400 L volume),2.54 m,1090 kg,50 l,5.9 l / 100 km ,4.8 l / 100 km ,4.1 l / 100 km ,110 g / km ,3 ,4,1199 cc,110 hp with a speed of 5,205 nm at the 1500 rpm diet,6 cv ,no data,Direct & multipoint petrol injection ,188 km/h ,Turbo ,10.3 sec ,before ,automatic ,6 ,no data,Crossover ,205 mm ,205 mm ,50 ,50 ,force ,twisting axle ,17 inches ,17 inches ,12 months ,24 months ,France ,02/07/18 ,01/10/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-(2)+1.2+puretech+110+s%5Es+crossway+eat6-2017.html,2017
RENAULT,CLIO,IV 1.5 DCI 90 ENERGY ZEN ECO2 82G,5,300 L (Max 1146 L volume),2.59 m,1087 kg,45 l,3.3 l / 100 km ,3.2 l / 100 km ,3.1 l / 100 km ,82 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,181 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,hayon sedan ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches ,16 inches ,24 months ,24 months ,no data,07/05/16 ,08/10/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+1.5+dci+90+energy+zen+eco2+82g-2014.html,2014
PEUGEOT,206,SW 1.6 HDI 110 QUIKSILVER,5,313 L (Max 1316 L volume),2.44 m,1189 kg,50 l,6 l / 100 km ,4.8 l / 100 km ,4.1 l / 100 km ,126 g / km ,4 ,4,1560 cc,109 hp at 4000 rpm diet,240 Nm on a diet of 1750 rpm,6 cv ,before ,injection ,186 km/h ,turbo with intercooler ,10.4 sec ,before ,mèsique ,5 ,Double camshaft in mind ,station wagon ,205 mm ,205 mm ,45 ,45 ,no data,no data,16 inches ,16 inches ,24 months ,24 months ,no data,07/01/04 ,09/27/06 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206-sw/S7-modele--peugeot-206-sw.jpg,"4,03 m","1,65 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-sw+1.6+hdi+110+quiksilver-2005.html,2005
PEUGEOT,108,1.2 PURETECH 82 TOP! COLLECTION 5P,4,196 L (Max 780 L volume),2.34 m,865 kg,35 l,5.4 l / 100 km ,4.3 l / 100 km ,3.7 l / 100 km ,99 g / km ,3 ,4,1199 cc,82 hp with a diet of 5750 rpm,116 nm on the diet of 2750 rpm,4 cv ,no data,Multipoint ,170 km/h ,no data,10.9 sec ,before,Made Coinique,5 ,no data,Micro ,165 mm ,165 mm ,60 ,60 ,leg of force ,twisting axle ,15 inches ,15 inches ,12 months ,24 months ,France ,05/02/18 ,30/04/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.2+puretech+82+top!+collection+5p-2017.html,2017
PEUGEOT,108,1.0 VTI 72 S&S 3CV LIKE 5P,4,196 L (Max 780 L volume),2.34 m,840 kg,35 l,4.9 l / 100 km ,4.1 l / 100 km ,3.6 l / 100 km ,85 g / km ,3 ,4,998 cc,72 hp with a diet of 6000 rpm,93 nm at the speed of 4400 rpm,3 cv ,no data,Multipoint ,160 km/h ,no data,13.8 sec ,before,Made Coinique,5 ,no data,Micro ,165 mm ,165 mm ,65 ,65 ,leg of force ,twisting axle ,14 inches ,14 inches ,12 months ,24 months ,France ,01/01/20 ,02/02/20 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.0+vti+72+s%5Es+3cv+like+5p-2019.html,2019
RENAULT,CLIO,IV 1.5 DCI 75 ENERGY BUSINESS E6,5,300 L (Max 1146 L volume),2.59 m,1087 kg,45 l,3.5 l / 100 km ,3.3 l / 100 km ,3.1 l / 100 km ,85 g / km ,4 ,2,1461 cc,75 hp with a diet of 4000 rpm,200 Nm on the diet of 1750 rpm,4 cv ,no data,Diesel common ramp ,168 km/h ,Turbo ,14.3 sec ,before ,mèsique ,5 ,no data,hayon sedan ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches ,16 inches ,24 months ,24 months ,no data,04/01/16 ,05/04/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+1.5+dci+75+energy+business+e6-2014.html,2014
RENAULT,CAPTUR,1.5 DCI 90 ENERGY ZEN E6,5,455 l (volume max 1235 l),2.61 m,1253 kg,45 l,4 l / 100 km ,3.6 l / 100 km ,3.4 l / 100 km ,95 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,171 km/h ,Turbo ,13.1 sec ,before ,mèsique ,5 ,no data,Crossover ,205 mm ,205 mm ,60 ,60 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,04/ 06/15 ,01/03/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-1.5+dci+90+energy+zen+e6-2015.html,2015
RENAULT,CLIO,IV ESTATE 0.9 TCE 90 ICONIC,5,443 L (volume max 1380 l),2.59 m,no data,45 l,4.3 l / 100 km ,5 l / 100 km ,4.3 l / 100 km ,114 g / km ,3 ,4,898 cc,95 hp with a speed of 5,150 nm with a diet of 2500 rpm,5 cv ,no data,multipoint ,182 km/h ,turbo ,12.2 sec ,before ,mèsique ,5 ,no data,Break ,205 mm ,205 mm ,45 ,45 ,no data,no data,17 inches,17 inches,24 months,24 months,no data,01/ 12/15 ,05/09/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+0.9+tce+90+iconic-2016.html,2016
PEUGEOT,108,1.2 PURETECH 82 STYLE 5P,4,196 L (Max 780 L volume),2.34 m,865 kg,35 l,5.4 l / 100 km ,4.3 l / 100 km ,3.7 l / 100 km ,99 g / km ,3 ,4,1199 cc,82 hp with a diet of 5750 rpm,116 nm on the diet of 2750 rpm,4 cv ,no data,Multipoint ,170 km/h ,no data,10.9 sec ,before,Made Coinique,5 ,no data,Micro ,165 mm ,165 mm ,60 ,60 ,leg of force ,twisting axle ,15 inches ,15 inches ,12 months ,24 months ,France ,05/02/18 ,30/04/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.2+puretech+82+style+5p-2017.html,2017
RENAULT,CLIO,IV (2) ESTATE 0.9 TCE 90 ENERGY BUSINESS,5,445 l (maximum volume 1380 l),2.59 m,1090 kg,45 l,6.1 l / 100 km ,5 l / 100 km ,4.3 l / 100 km ,114 g / km ,3 ,4,898 cc,90 hp with a speed of 5,140 Nm on the diet of 2250 rpm,5 cv ,no data,Multipoint ,180 km/h ,Turbo ,12.1 sec ,before,Made Coinique,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,Strength leg ,twisting axle ,16 inches ,16 inches ,24 months ,24 months ,France ,07/01/20 ,04/02/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+estate+0.9+tce+90+energy+business-2020.html,2020
RENAULT,CLIO,IV 1.5 DCI 90 BUSINESS ECO2,5,300 L (Max 1146 L volume),2.59 m,1071 kg,45 l,4.3 l / 100 km ,3.6 l / 100 km ,3.2 l / 100 km ,90 g / km ,4 ,2,1461 cc,90 hp with a diet of 3750 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,181 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,hayon sedan ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches ,16 inches ,24 months ,24 months ,no data,04/09/12 ,07/09/15 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+1.5+dci+90+business+eco2-2014.html,2014
RENAULT,CLIO,IV (2) 1.5 DCI 90 ENERGY TREND 82G,5,300 L (Max 1146 L volume),2.59 m,1090 kg,45 l,3.3 l / 100 km ,3.2 l / 100 km ,3.1 l / 100 km ,82 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,180 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,hayon sedan ,195 mm,195 mm,55,55 ,force force,twisting axle,16 inches ,16 inches ,24 months ,24 months ,France ,05/12/17 ,01/01/18 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+1.5+dci+90+energy+trend+82g-2018.html,2018
RENAULT,CAPTUR,(2) 1.2 TCE 120 ENERGY S-EDITION EDC,5,455 L (volume max 1235 l),2.61 m,no data,45 l,4.7 l / 100 km ,5.5 l / 100 km ,4.7 l / 100 km ,125 g / km ,4 ,4,1197 cc,120 hp at 4900 rpm diet,205 nm at the 2000 rpm diet,6 cv ,no data,Direct petrol injection ,192 km/h ,Turbo ,10.6 sec ,before,automatic,6 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,force ,twisting axle ,17 inches ,17 inches ,24 months ,24 months ,France ,02/05/18 ,04/09/18 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-(2)+1.2+tce+120+energy+s_edition+edc-2018.html,2018
RENAULT,CLIO,IV 1.5 DCI 90 LIMITED ECO2,5,300 L (Max 1146 L volume),2.59 m,1071 kg,45 l,4.3 l / 100 km ,3.6 l / 100 km ,3.2 l / 100 km ,90 g / km ,4 ,2,1461 cc,90 hp with a diet of 3750 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,181 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,hayon sedan ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches ,16 inches ,24 months ,24 months ,no data,02/04/14 ,07/09/15 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+1.5+dci+90+limited+eco2-2015.html,2015
PEUGEOT,108,1.2 PURETECH 82 ACTIVE 5P,4,196 L (Max 780 L volume),2.34 m,865 kg,35 l,5.4 l / 100 km ,4.3 l / 100 km ,3.7 l / 100 km ,99 g / km ,3 ,4,1199 cc,82 hp with a diet of 5750 rpm,116 nm on the diet of 2750 rpm,4 cv ,no data,Multipoint ,170 km/h ,no data,10.9 sec ,before,Made Coinique,5 ,no data,Micro ,165 mm ,165 mm ,60 ,60 ,leg of force ,twisting axle ,15 inches ,15 inches ,12 months ,24 months ,France ,05/02/18 ,30/04/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.2+puretech+82+active+5p-2018.html,2018
RENAULT,CAPTUR,0.9 TCE 90 ENERGY HYPNOTIC,5,455 l (volume max 1235 l),2.61 m,1105 kg,45 l,6 l / 100 km ,5.1 l / 100 km ,4.5 l / 100 km ,114 g / km ,3 ,4,898 cc,90 hp at the 5000 rpm diet,140 Nm at the 600 rpm diet,5 cv ,no data,Multipoint ,171 km/h ,Turbo ,13 sec ,before,Made Coinique,5 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,Strength leg ,twisting axle ,17 inches ,17 inches ,24 months ,24 months ,France ,06/12/16 ,04/04/17 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-0.9+tce+90+energy+hypnotic-2017.html,2017
PEUGEOT,206,(2) 2.0 HDI X LINE 3P,5,245 L (Max 1130 L volume),2.44 m,1070 kg,50 l,6.6 l / 100 km ,5 l / 100 km ,4.1 l / 100 km ,no data,4 ,2 ,1997 cc ,90 hp with a regime of 4000 rpm ,205 nm at the 1900 rpm diet ,5 cv ,before ,no data,180 km/h ,Turbo ,12.7 sec ,Before ,Made Coinique ,no data,simple camshaft in the lead ,Bicorps sedan (3/5 doors) ,185 mm ,185 mm ,65 ,65,no data,no data,14 inches,14 inches,no data,24 months,no data,01/10/03 ,03/10/05 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,65 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+2.0+hdi+x+line+3p-2004.html,2004
RENAULT,CAPTUR,II 1.3 TCE 140 FAP INITIALE PARIS EDC,5,422 L (volume max 1275 l),2.64 m,1387 kg,48 l,7.5 l / 100 km ,5.5 l / 100 km ,5.1 l / 100 km ,no data,4 ,4 ,1333 cc ,140 hp ,240 Nm ,7 cv ,no data,Direct petrol injection ,196 km/h ,turbo ,9.2 sec ,before ,automatic ,7 ,no data,SUV VP ,215 mm,215 mm,55,55 ,Strength leg ,twisting axle,18 inches ,18 inches ,24 months ,24 months ,France ,01/12/20 ,04/01/21 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.3+tce+140+fap+initiale+paris+edc-2021.html,2021
RENAULT,CLIO,IV ESTATE 1.5 DCI 90 ENERGY ZEN ECO2 82G,5,443 L (Max 1380 L volume),2.59 m,1185 kg,45 l,3.3 l / 100 km ,3.2 l / 100 km ,3.1 l / 100 km ,82 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,181 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,05/ 07/16 ,08/11/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.5+dci+90+energy+zen+eco2+82g-2014.html,2014
PEUGEOT,1007,1.4 HDI 70 SPORTY,4,205 l (Max 977 L volume),2.32 m,1243 kg,40 l,5.6 l / 100 km ,4.5 l / 100 km ,3.9 l / 100 km ,120 g / km ,4 ,2,1398 cc,68 hp at the speed of 4000 rpm,160 Nm at the 2000 rpm diet,4 cv ,before ,injection ,160 km/h ,turbo ,15.4 sec ,before,Made Coinique,5 ,simple camshaft in mind ,minospace ,195 mm ,195 mm ,50 ,50 ,no data,no data,16 inches ,16 inches ,24 months ,24 months ,no data,09/25/04 ,06/13/11 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-1007/S7-modele--peugeot-1007.jpg,"3,73 m","1,92 m","1,62 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-1007-1.4+hdi+70+sporty-2004.html,2004
PEUGEOT,107,(2) 1.0 68 BLACK & SILVER 2-TRONIC 5P,4,139 L (Max 751 L volume),2.34 m,835 kg,35 l,5.5 l / 100 km ,4.6 l / 100 km ,4.1 l / 100 km ,106 g / km ,3 ,4,998 cc,68 hp with a diet of 6000 rpm,93 nm at the 3600 rpm diet,4 cv ,no data,no data,157 km/h ,no data,14 sec ,before,automatic,5 ,no data,tailgate vehicle ,155 mm ,155 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,12 months ,24 months ,no data,02/11/09 ,01/16/12 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-107/S7-modele--peugeot-107.jpg,"3,43 m","1,86 m","1,47 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-107-(2)+1.0+68+black+%5E+silver+2_tronic+5p-2009.html,2009
PEUGEOT,206,(2) 2.0 HDI X LINE CLIM 5P,5,245 L (Max 1130 L volume),2.44 m,1070 kg,50 l,6.6 l / 100 km ,5 l / 100 km ,4.1 l / 100 km ,no data,4 ,2 ,1997 cc ,90 hp with a regime of 4000 rpm ,205 nm at the 1900 rpm diet ,5 cv ,before ,no data,180 km/h ,Turbo ,12.8 sec ,Before ,Made Coinique ,no data,simple camshaft in the lead ,Bicorps sedan (3/5 doors) ,185 mm ,185 mm ,65 ,65,no data,no data,14 inches,14 inches,no data,24 months,no data,01/10/03 ,03/10/05 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,65 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+2.0+hdi+x+line+clim+5p-2005.html,2005
RENAULT,CAPTUR,II 1.6 E-TECH 145 RS LINE 21B,5,305 L (volume max 440 l),2.64 m,1461 kg,48 l,no data,no data,no data,no data,4 ,4 ,1598 cc ,145 hp ,148 nm ,5 cv ,no data,no data,170 km/h ,no data,10.6 sec ,before ,automatic ,6 ,no data,All-terrain ,215 mm ,215 mm ,55 ,55 ,no data,no data,18 inches ,18 inches ,no data,24 months ,no data,16 /11/21 ,03/17/22 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.6+e_tech+145+rs+line+21b-2022.html,2022
PEUGEOT,2008,1.6 VTI 120 CROSSWAY,5,350 L (Max 1194 L volume),2.54 m,1080 kg,50 l,7.7 l / 100 km ,5.9 l / 100 km ,4.8 l / 100 km ,135 g / km ,4 ,4,1598 cc,120 hp with a diet of 6000 rpm,160 Nm at the speed of 4250 rpm,7 cv ,no data,Multipoint ,196 km/h ,no data,9.5 sec ,before,Made Coinique,5 ,no data,Crossover ,205 mm ,205 mm ,50 ,50 ,no data,no data,17 inches,17 inches,12 months,24 months,no data,02/ 02/15 ,04/02/15 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-1.6+vti+120+crossway-2015.html,2015
PEUGEOT,2008,II 1.2 2008 PURETECH 130 S&S BVM6 ACTIVE BUSINESS,5,405 l (Max 1467 L volume),2.61 m,1192 kg,44 l,no data,no data,no data,no data,3 ,4 ,1199 cc ,130 hp ,230 Nm at the 1750 rpm diet ,7 cv ,no data,no data,198 km/h ,no data,8.9 sec ,before ,Made Coinique ,6 ,no data,All-terrain ,215 mm ,215 mm ,65 ,65 ,no data,no data,16 inches ,16 inches ,no data,24 months ,no data,01 /06/20 ,03/17/22 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.2+2008+puretech+130+s%5Es+bvm6+active+business-2021.html,2021
RENAULT,CLIO,IV 1.5 DCI 90 ENERGY INITIALE PARIS E6,5,300 L (Max 1146 L volume),2.59 m,1087 kg,45 l,3.5 l / 100 km ,3.3 l / 100 km ,3.1 l / 100 km ,85 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,181 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,hayon sedan ,205 mm ,205 mm ,45 ,45 ,no data,no data,17 inches ,17 inches ,24 months ,24 months ,no data,04/01/16 ,05/04/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+1.5+dci+90+energy+initiale+paris+e6-2016.html,2016
RENAULT,CLIO,III (2) COLLECTION 1.2 16V 75 ZEN 3P,5,288 L (Max 1028 L volume),2.58 m,1080 kg,55 l,7.2 l / 100 km ,5.6 l / 100 km ,4.7 l / 100 km ,130 g / km ,4 ,4,1149 cc,75 hp with a speed of 5,107 nm with a speed of 4250 rpm,5 cv ,no data,multipoint ,167 km/h ,no data,13.4 sec ,before,Made Coinique,5 ,no data,hayon sedan ,185 mm ,185 mm ,65 ,65 ,no data,no data,15 inches ,15 inches ,24 months ,24 months ,no data,09/10/13 ,02/12/14 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-3-collection/S7-modele--renault-clio-3-collection.jpg,"4,03 m","1,72 m","1,50 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iii+(2)+collection+1.2+16v+75+zen+3p-2014.html,2014
